COMSNETS;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=7435615;978-1-4673-9622-6;conf/comsnets/2016;2016-03-30;IEEE;N/A;8th International Conference on Communication Systems and Networks, COMSNETS 2016, Bangalore, India, January 5-10, 2016;N/A;2016.0;Networks,Bangalore,India
T4E;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=6003673|http://www.computer.org/csdl/proceedings/t4e/2011/4534/00/index.html;978-0-7695-4534-9;conf/t4e/2011;2014-02-24;IEEE Computer Society;N/A;2011 IEEE International Conference on Technology for Education, T4E 2011, Chennai, Tamil Nadu, India, July 14-16, 2011;N/A;2011.0;T4E,India
FGCN;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=4426076|http://www.computer.org/csdl/proceedings/fgcn/2007/index.html;N/A;conf/fgcn/2007;2016-04-26;IEEE Computer Society;N/A;Future Generation Communication and Networking, FGCN 2007, Ramada Plaza Jeju, Jeju-Island, Korea, December 6-8, 2007, Proceedings;N/A;2007.0;Korea
DAC;N/A;http://dl.acm.org/citation.cfm?id=800267;N/A;conf/dac/1966;2012-03-04;ACM;N/A;Proceedings of the SHARE design automation project, DAC '66, New Orleans, Louisiana, USA, May 16-19, 1966;N/A;1966.0;New Orleans,Louisiana,USA
CPP;Assia Mahboubi|Magnus O. Myreen;https://dl.acm.org/citation.cfm?id=3293880;978-1-4503-6222-1;conf/cpp/2019;2019-01-04;ACM;N/A;Proceedings of the 8th ACM SIGPLAN International Conference on Certified Programs and Proofs, CPP 2019, Cascais, Portugal, January 14-15, 2019;N/A;2019.0;Proofs,Portugal
ICCV Workshops;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=6114268|https://www.computer.org/csdl/proceedings/iccvw/2011/0063/00/index.html;978-1-4673-0062-9;conf/iccvw/2011;2019-02-11;IEEE Computer Society;N/A;IEEE International Conference on Computer Vision Workshops, ICCV 2011 Workshops, Barcelona, Spain, November 6-13, 2011;N/A;2011.0;Barcelona,Spain
WAC@ACL;Egon Stemle|Paul Cook|Roland Schäfer|Stefan Evert;http://aclweb.org/anthology/W16-26|https://aclanthology.info/volumes/proceedings-of-the-10th-web-as-corpus-workshop;978-1-945626-15-9;conf/aclwac/2016;2018-01-10;Association for Computational Linguistics;N/A;Proceedings of the 10th Web as Corpus Workshop, WAC@ACL 2016, Berlin, August 12, 2016;N/A;2016.0;Berlin
CIKM-SWSM;Gui-Rong Xue|Irwin King|Jie Tang 0001|Juan-Zi Li;N/A;978-1-60558-806-3;conf/cikm/2009swsm;2018-03-25;ACM;N/A;Proceedings of the 2nd ACM Workshop on Social Web Search and Mining, CIKM-SWSM 2009, Hong Kong, China, November 2, 2009;N/A;2009.0;Hong Kong,China
SOUPS;Lorrie Faith Cranor;N/A;1-59593-448-0;conf/soups/2006;2008-06-10;ACM;ACM International Conference Proceeding Series;Proceedings of the 2nd Symposium on Usable Privacy and Security, SOUPS 2006, Pittsburgh, Pennsylvania, USA, July 12-14, 2006;149;2006.0;Pittsburgh,Pennsylvania,USA
SetVR@Diagrams;Yuri Sato|Zohreh Shams;http://ceur-ws.org/Vol-2116|http://nbn-resolving.de/urn:nbn:de:0074-2116-1;N/A;conf/diagrams/2018setvr;2018-06-19;CEUR-WS.org;CEUR Workshop Proceedings;Proceedings of International Workshop on Set Visualization and Reasoning (SetVR 2018) co-located with 10th International Conference on the Theory and Application of Diagrams (Diagrams 2018), Edinburgh, UK, June 18, 2018.;2116;2018.0;Edinburgh,UK
DBSec;Ehud Gudes|Sujeet Shenoi;N/A;1-4020-7541-3;conf/dbsec/2002;2003-08-27;Kluwer;IFIP Conference Proceedings;Research Directions in Data and Applications Security, IFIP WG 11.3 Sixteenth International Conference on Data and Applications Security, July 28-31, 2002, Kings College, Cambridge, UK;256;2003.0;Cambridge,UK
Multimedia Information Systems;Leana Golubchik|Vassilis J. Tsotras;N/A;N/A;conf/mis/1999;2004-10-11;N/A;N/A;MIS '99, 5th Workshop on Multimedia Information Systems, 21-23 October 1999, Indian Wells, California, Proceedings;N/A;1999.0;Wells,California
RWS;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=8300289;978-1-5386-0710-7;conf/rws/2018;2018-03-06;IEEE;N/A;2018 IEEE Radio and Wireless Symposium, RWS 2018, Anaheim, CA, USA, January 15-18, 2018;N/A;2018.0;USA
From Active Data Management to Event-Based Systems and More;Ilia Petrov|Kai Sachs|Pablo Ezequiel Guerrero;https://doi.org/10.1007/978-3-642-17226-7;978-3-642-17225-0;conf/birthday/2010buchmann;2017-05-23;Springer;Lecture Notes in Computer Science;From Active Data Management to Event-Based Systems and More - Papers in Honor of Alejandro Buchmann on the Occasion of His 60th Birthday;6462;2010.0;N/A
DEON;Davide Grossi|Fabrizio Cariani|Joke Meheus|Xavier Parent;https://doi.org/10.1007/978-3-319-08615-6;978-3-319-08614-9;conf/deon/2014;2017-05-21;Springer;Lecture Notes in Computer Science;Deontic Logic and Normative Systems - 12th International Conference, DEON 2014, Ghent, Belgium, July 12-15, 2014. Proceedings;8554;2014.0;Ghent,Belgium
WebMedia;André Santanchè|Celso A. S. Santos|Cássio V. S. Prazeres|Paulo Nazareno Maia Sampaio|Rudinei Goularte;http://dl.acm.org/citation.cfm?id=2526188;978-1-4503-2559-2;conf/webmedia/2013;2014-03-28;ACM;N/A;19th Brazilian Symposium on Multimedia and the Web, WebMedia '13, Salvador, Brazil, November 5-8, 2013;N/A;2013.0;Salvador,Brazil
SIGMETRICS;Herbert D. Schwetman|Larry W. Dowdy|Steven C. Bruell;https://doi.org/10.1145/800040;0-89791-112-1;conf/sigmetrics/1983;2018-11-06;ACM;N/A;Proceedings of the International Conference on Measurements and Modeling of Computer Systems, SIGMETRICS 1983, August 29-31, 1983, Minneapolis, Minnesota, USA;N/A;1983.0;Minneapolis,Minnesota,USA
TELECARE;Luis M. Camarinha-Matos;N/A;972-8865-10-4;conf/telecare/2004;2004-07-12;INSTICC Press;N/A;Tele-Care and Collaborative Virtual Communities in Elderly Care, Proceedings of the 1st International Workshop on Tele-Care and Collaborative Virtual Communities in Elderly Care, TELECARE 2004, In conjunction with ICEIS 2004, Porto, Portugal, April 2004;N/A;2004.0;Portugal
ISSE;Helmut Reimer|Norbert Pohlmann|Wolfgang Schneider;https://doi.org/10.1007/978-3-658-00333-3;978-3-658-00332-6|978-3-658-00333-3;conf/isse/2012;2017-05-26;Springer;N/A;ISSE 2012 - Securing Electronic Business Processes, Highlights of the Information Security Solutions Europe 2012 Conference, Brussels, Belgium, October 23-24, 2012;N/A;2012.0;Brussels,Belgium
SIGCSE;Ingrid Russell|J. D. Dougherty|Susan H. Rodger|Susan M. Haller;N/A;1-59593-361-1;conf/sigcse/2007;2007-04-23;ACM;N/A;Proceedings of the 38th SIGCSE Technical Symposium on Computer Science Education, SIGCSE 2007, Covington, Kentucky, USA, March 7-11, 2007;N/A;2007.0;Covington,Kentucky,USA
RTSS;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=447|https://www.computer.org/csdl/proceedings/real/1992/3195/00/index.html;0-8186-3195-3;conf/rtss/1992;2019-02-22;IEEE Computer Society;N/A;Proceedings of the Real-Time Systems Symposium - 1992, Phoenix, Arizona, USA, December 1992;N/A;1992.0;Phoenix,Arizona,USA
STDBM;Christian S. Jensen|Michael H. Böhlen|Michel Scholl;https://doi.org/10.1007/3-540-48344-6;3-540-66401-7;conf/stdbm/1999;2017-05-24;Springer;Lecture Notes in Computer Science;Spatio-Temporal Database Management, International Workshop STDBM'99, Edinburgh, Scotland, September 10-11, 1999, Proceedings;1678;1999.0;Edinburgh,Scotland
Neue Informationstechnologien und Verwaltung;Heinrich Reinermann|Herbert Fiedler|Klaus Grimmer|Roland Traunmüller;https://doi.org/10.1007/978-3-642-95445-0;3-540-12928-6;conf/verwaltung/1983;2017-05-25;Springer;Informatik-Fachberichte;Neue Informationstechnologien und Verwaltung, Fachtagung, Linz, 14.-16. September 1983;80;1984.0;Informationstechnologien,Verwaltung
ACM Conference on Computer and Communications Security;George Danezis|Ting Yu|Virgil D. Gligor;http://dl.acm.org/citation.cfm?id=2382196;978-1-4503-1651-4;conf/ccs/2012;2012-10-16;ACM;N/A;the ACM Conference on Computer and Communications Security, CCS'12, Raleigh, NC, USA, October 16-18, 2012;N/A;2012.0;NC,USA
SIGGRAPH Courses;N/A;https://doi.org/10.1145/2504435;978-1-4503-2339-0;conf/siggraph/2013courses;2018-11-06;ACM;N/A;International Conference on Computer Graphics and Interactive Techniques, SIGGRAPH 2013, Anaheim, CA, USA, July 21-25, 2013, Courses;N/A;2013.0;USA
UIST;Elizabeth D. Mynatt|Joe Marks;https://doi.org/10.1145/502348;1-58113-438-X;conf/uist/2001;2018-11-06;ACM;N/A;Proceedings of the 14th Annual ACM Symposium on User Interface Software and Technology, UIST 2001, Disney's BoardWalk Inn Resort, Walt Disney World, Orlando, Florida, USA, November 11-14, 2001;N/A;2001.0;Orlando,Florida,USA
CSOC (1);Petr Silhavy|Radek Silhavy|Roman Senkerik|Zdenka Prokopova|Zuzana Komínková Oplatková;https://doi.org/10.1007/978-3-319-33625-1;978-3-319-33623-7;conf/csoc/2016-1;2018-11-02;Springer;Advances in Intelligent Systems and Computing;Artificial Intelligence Perspectives in Intelligent Systems - Proceedings of the 5th Computer Science On-line Conference 2016 (CSOC2016), Vol 1;464;2016.0;N/A
ASPLOS;David A. Patterson;http://dl.acm.org/citation.cfm?id=106972;0-89791-380-9;conf/asplos/1991;2013-02-12;ACM Press;N/A;ASPLOS-IV Proceedings - Forth International Conference on Architectural Support for Programming Languages and Operating Systems, Santa Clara, California, USA, April 8-11, 1991.;N/A;1991.0;Santa Clara,California,USA
IECON;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=7782522;978-1-5090-3474-1;conf/iecon/2016;2018-02-26;IEEE;N/A;IECON 2016 - 42nd Annual Conference of the IEEE Industrial Electronics Society, Florence, Italy, October 23-26, 2016;N/A;2016.0;Florence,Italy
3DV;Christian Theobalt|Jana Kosecká|Michael S. Brown;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=7335442|https://www.computer.org/csdl/proceedings/3dv/2015/8332/00/index.html;978-1-4673-8332-5;conf/3dim/2015;2016-04-27;IEEE Computer Society;N/A;2015 International Conference on 3D Vision, 3DV 2015, Lyon, France, October 19-22, 2015;N/A;2015.0;Lyon,France
EMOOCs;Carlos Delgado Kloos|Daniel T. Seaton|Mar Pérez-Sanagustín|Patrick Jermann|Su White;https://doi.org/10.1007/978-3-319-59044-8;978-3-319-59043-1|978-3-319-59044-8;conf/emoocs/2017;2017-05-22;Springer;Lecture Notes in Computer Science;Digital Education: Out to the World and Back to the Campus - 5th European MOOCs Stakeholders Summit, EMOOCs 2017, Madrid, Spain, May 22-26, 2017, Proceedings;10254;2017.0;Madrid,Spain
RAID;Fabian Monrose|Gregory Blanc|Joaquín García-Alfaro|Marc Dacier;https://doi.org/10.1007/978-3-319-45719-2;978-3-319-45718-5;conf/raid/2016;2017-05-23;Springer;Lecture Notes in Computer Science;Research in Attacks, Intrusions, and Defenses - 19th International Symposium, RAID 2016, Paris, France, September 19-21, 2016, Proceedings;9854;2016.0;Paris,France
N/A;Jean-Marie Nicolas 0001|Shojiro Nishio|Won Kim 0001;N/A;0-444-88433-5;conf/dood/89;2018-03-29;North-Holland/Elsevier Science Publishers;N/A;Deductive and Object-Oriented Databases, Proceedings of the First International Conference on Deductive and Object-Oriented Databases (DOOD'89), Kyoto Research Park, Kyoto, Japan, 4-6 December, 1989;N/A;1990.0;Kyoto,Japan
SOSP;Andrew P. Black|Barbara Liskov;https://doi.org/10.1145/168619;0-89791-632-8;conf/sosp/1993;2018-11-06;ACM;N/A;Proceedings of the Fourteenth ACM Symposium on Operating System Principles, SOSP 1993, The Grove Park Inn and Country Club, Asheville, North Carolina, USA, December 5-8, 1993;N/A;1993.0;Asheville,North Carolina,USA
SPIRE;Heikki Hyyrö|Jorma Tarhio|Jussi Karlgren;https://doi.org/10.1007/978-3-642-03784-9;978-3-642-03783-2;conf/spire/2009;2017-11-06;Springer;Lecture Notes in Computer Science;String Processing and Information Retrieval, 16th International Symposium, SPIRE 2009, Saariselkä, Finland, August 25-27, 2009, Proceedings;5721;2009.0;Saariselkä,Finland
QI;Ariane Lambert-Mogiliansky|François Dubois|Jerome R. Busemeyer|Massimo Melucci;https://doi.org/10.1007/978-3-642-35659-9;978-3-642-35658-2;conf/qi/2012;2017-05-21;Springer;Lecture Notes in Computer Science;Quantum Interaction - 6th International Symposium, QI 2012, Paris, France, June 27-29, 2012, Revised Selected Papers;7620;2012.0;Paris,France
IISWC;Alan Lee|Benjamin G. Zorn|David Christie|Onur Mutlu;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=4629859|http://www.computer.org/csdl/proceedings/iiswc/2008/2777/00/index.html;978-1-4244-2778-9;conf/iiswc/2008;2015-08-27;IEEE Computer Society;N/A;4th International Symposium on Workload Characterization (IISWC 2008), Seattle, Washington, USA, September 14-16, 2008;N/A;2008.0;Seattle,Washington,USA
SEA;Gianlorenzo D'Angelo;http://www.dagstuhl.de/dagpub/978-3-95977-070-5;978-3-95977-070-5;conf/wea/2018;2018-06-19;Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik;LIPIcs;17th International Symposium on Experimental Algorithms, SEA 2018, June 27-29, 2018, L'Aquila, Italy;103;2018.0;Italy
PRICAI;Min-Ling Zhang|Richard Booth 0001;https://doi.org/10.1007/978-3-319-42911-3;978-3-319-42910-6;conf/pricai/2016;2017-05-19;Springer;Lecture Notes in Computer Science;PRICAI 2016: Trends in Artificial Intelligence - 14th Pacific Rim International Conference on Artificial Intelligence, Phuket, Thailand, August 22-26, 2016, Proceedings;9810;2016.0;Phuket,Thailand
ACALCI;Alan D. Blair|Marcus Randall|Stephan K. Chalup;https://doi.org/10.1007/978-3-319-14803-8;978-3-319-14802-1;conf/acal/2015;2017-09-16;Springer;Lecture Notes in Computer Science;Artificial Life and Computational Intelligence - First Australasian Conference, ACALCI 2015, Newcastle, NSW, Australia, February 5-7, 2015. Proceedings;8955;2015.0;Newcastle,NSW,Australia
MABS;Emma Norling|Luis Antunes 0001|Mario Paolucci;https://doi.org/10.1007/978-3-540-70916-9;978-3-540-70915-2;conf/mabs/2007;2017-12-28;Springer;Lecture Notes in Computer Science;Multi-Agent-Based Simulation VIII, International Workshop, MABS 2007, Honolulu, HI, USA, May 15, 2007, Revised and Invited Papers;5003;2008.0;Honolulu,HI, USA
SMP;Guoxiong Xiang|Hongfei Lin|Mingwen Wang|Yuming Li;https://doi.org/10.1007/978-981-10-2993-6;978-981-10-2992-9;conf/smp/2016;2017-05-23;N/A;Communications in Computer and Information Science;Social Media Processing - 5th National Conference, SMP 2016, Nanchang, China, October 29-30, 2016, Proceedings;669;2016.0;Nanchang,China
QoSA;Christine Hofmeister|Ian Gorton|Raffaela Mirandola;https://doi.org/10.1007/978-3-642-02351-4;978-3-642-02350-7;conf/qosa/2009;2017-05-17;Springer;Lecture Notes in Computer Science;Architectures for Adaptive Software Systems, 5th International Conference on the Quality of Software Architectures, QoSA 2009, East Stroudsburg, PA, USA, June 24-26, 2009, Proceedings;5581;2009.0;East Stroudsburg,PA,USA
Euro-Par;Luca Padovani|Marco Aldinucci|Massimo Torquati;https://doi.org/10.1007/978-3-319-96983-1;978-3-319-96982-4|978-3-319-96983-1;conf/europar/2018;2018-08-20;Springer;Lecture Notes in Computer Science;Euro-Par 2018: Parallel Processing - 24th International Conference on Parallel and Distributed Computing, Turin, Italy, August 27-31, 2018, Proceedings;11014;2018.0;Turin,Italy
MSE;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=5899296|http://www.computer.org/csdl/proceedings/mse/2011/0548/00/index.html;978-1-4577-0548-9|978-1-4577-0550-2;conf/mse/2011;2015-04-15;IEEE Computer Society;N/A;2011 IEEE International Conference on Microelectronic Systems Education, MSE 2011, San Diego, CA, USA, June 5-6, 2011;N/A;2011.0;San Diego,CA, USA
SIGGRAPH Asia Symposium on Visualization;Daniel Weiskopf|Wei Chen 0001;https://doi.org/10.1145/3002151;978-1-4503-4547-7;conf/siggraph/2016asiasymvis;2018-11-06;ACM;N/A;SIGGRAPH ASIA 2016, Macao, December 5-8, 2016 - Symposium on Visualization;N/A;2016.0;Macao
SOSE;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=6524246|http://www.computer.org/csdl/proceedings/sose/2013/5659/00/index.html;978-1-4673-5659-6;conf/sose/2013;2015-06-26;IEEE Computer Society;N/A;Seventh IEEE International Symposium on Service-Oriented System Engineering, SOSE 2013, San Francisco, CA, USA, March 25-28, 2013;N/A;2013.0;SOSE,San Francisco,CA, USA
INCoS;Fatos Xhafa|Leonard Barolli|Michal Gregus;https://doi.org/10.1007/978-3-319-98557-2;978-3-319-98556-5|978-3-319-98557-2;conf/incos/2018;2019-01-15;Springer;Lecture Notes on Data Engineering and Communications Technologies;Advances in Intelligent Networking and Collaborative Systems, The 10th International Conference on Intelligent Networking and Collaborative Systems (INCoS-2018), Bratislava, Slovakia, September 5-7, 2018.;23;2019.0;Slovakia
SEMANTICS;Alexander Schindler|Anna Fensel|Bernhard Haslhofer|Elmar Kiesling|Laura Hollink|Tassilo Pellegrini|Victor de Boer;http://www.sciencedirect.com/science/journal/18770509/137;N/A;conf/i-semantics/2018;2018-11-01;Elsevier;Procedia Computer Science;Proceedings of the 14th International Conference on Semantic Systems, SEMANTICS 2018, Vienna, Austria, September 10-13, 2018;137;2018.0;Vienna,Austria
ASIAN;Iliano Cervesato;https://doi.org/10.1007/978-3-540-76929-3;978-3-540-76927-9;conf/asian/2007;2017-06-02;Springer;Lecture Notes in Computer Science;Advances in Computer Science - ASIAN 2007. Computer and Network Security, 12th Asian Computing Science Conference, Doha, Qatar, December 9-11, 2007, Proceedings;4846;2007.0;Doha,Qatar
IOLTS;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=10031|https://www.computer.org/csdl/proceedings/iolts/2005/2406/00/index.html;0-7695-2406-0;conf/iolts/2005;2016-05-19;IEEE Computer Society;N/A;11th IEEE International On-Line Testing Symposium (IOLTS 2005), 6-8 July 2005, Saint Raphael, France;N/A;2005.0;Saint Raphael,France
Q2SWinet@MSWiM;Habib Ammari|Stephan Olariu;http://dl.acm.org/citation.cfm?id=3132114;978-1-4503-5165-2;conf/mswim/2017q;2017-11-16;ACM;N/A;Proceedings of the 13th ACM Symposium on QoS and Security for Wireless and Mobile Networks, Q2SWinet@MSWiM 2017, Miami, FL, USA, November 21 - 25, 2017;N/A;2017.0;Q2SWinet@MSWiM,Miami
HCI (17);Vincent G. Duffy;https://doi.org/10.1007/978-3-319-91397-1;978-3-319-91396-4|978-3-319-91397-1;conf/hci/2018-17;2018-07-09;Springer;Lecture Notes in Computer Science;Digital Human Modeling. Applications in Health, Safety, Ergonomics, and Risk Management - 9th International Conference, DHM 2018, Held as Part of HCI International 2018, Las Vegas, NV, USA, July 15-20, 2018, Proceedings;10917;2018.0;Las Vegas,NV,USA
FOCS;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=6685222|http://www.computer.org/csdl/proceedings/focs/2013/5135/00/index.html;978-0-7695-5135-7;conf/focs/2013;2014-12-15;IEEE Computer Society;N/A;54th Annual IEEE Symposium on Foundations of Computer Science, FOCS 2013, 26-29 October, 2013, Berkeley, CA, USA;N/A;2013.0;Berkeley,USA
SCAM;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=7781136|https://www.computer.org/csdl/proceedings/scam/2016/3848/00/index.html;978-1-5090-3848-0;conf/scam/2016;2016-12-20;IEEE Computer Society;N/A;16th IEEE International Working Conference on Source Code Analysis and Manipulation, SCAM 2016, Raleigh, NC, USA, October 2-3, 2016;N/A;2016.0;NC,USA
Complexity of Boolean Functions;Dieter van Melkebeek|Matthias Krause 0001|Pavel Pudlák|Rüdiger Reischuk;http://drops.dagstuhl.de/portals/06111/;N/A;conf/dagstuhl/2006P6111;2013-12-22;Internationales Begegnungs- und Forschungszentrum fuer Informatik (IBFI), Schloss Dagstuhl, Germany;Dagstuhl Seminar Proceedings;Complexity of Boolean Functions, 12.03. - 17.03.2006;06111;2006.0;N/A
MICRO;Dick Eckhouse;http://dl.acm.org/citation.cfm?id=800075;N/A;conf/micro/1981;2014-09-25;IEEE/ACM;N/A;Proceedings of the 14th annual workshop on Microprogramming, MICRO 1981, Chatham (Cape Cod), Massachusetts, USA;N/A;1981.0;Microprogramming,Cape Cod,Massachusetts,USA
SWAT;David Eppstein;http://www.dagstuhl.de/dagpub/978-3-95977-068-2;978-3-95977-068-2;conf/swat/2018;2018-07-25;Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik;LIPIcs;16th Scandinavian Symposium and Workshops on Algorithm Theory, SWAT 2018, June 18-20, 2018, Malmö, Sweden;101;2018.0;Sweden
HLT/EMNLP;N/A;http://aclweb.org/anthology/H/H05/;N/A;conf/naacl/2005;2016-12-15;The Association for Computational Linguistics;N/A;HLT/EMNLP 2005, Human Language Technology Conference and Conference on Empirical Methods in Natural Language Processing, Proceedings of the Conference, 6-8 October 2005, Vancouver, British Columbia, Canada;N/A;2005.0;Vancouver,British Columbia,Canada
CollSec;Nadav Aharony|Yaniv Altshuler|Yuval Elovici;https://www.usenix.org/conference/collsec10;N/A;conf/uss/2010collsec;2018-07-04;USENIX Association;N/A;2010 Workshop on Collaborative Methods for Security and Privacy, CollSec'10, Washington, D.C., USA, August 10, 2010;N/A;2010.0;CollSec'10,Washington,D.C.,USA
CICAC;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=6588678;978-1-4673-6010-4;conf/cicac/2013;2015-01-20;IEEE;N/A;IEEE Symposium on Computational Intelligence for Creativity and Affective Computing, CICAC 2013, Singapore, April 16-19, 2013;N/A;2013.0;Singapore
SAS;Chris Hankin|Igor Siveroni;https://doi.org/10.1007/11547662;3-540-28584-9;conf/sas/2005;2017-05-30;Springer;Lecture Notes in Computer Science;Static Analysis, 12th International Symposium, SAS 2005, London, UK, September 7-9, 2005, Proceedings;3672;2005.0;London,UK
MediaEval;Adam Rae|Christoph Kofler|Claire-Hélène Demarty|Florian Metze|Gareth J. F. Jones|Martha Larson|Raphaël Troncy|Vasileios Mezaris;http://ceur-ws.org/Vol-807|http://nbn-resolving.de/urn:nbn:de:0074-807-1;N/A;conf/mediaeval/2011;2016-05-30;CEUR-WS.org;CEUR Workshop Proceedings;Working Notes Proceedings of the MediaEval 2011 Workshop, Santa Croce in Fossabanda, Pisa, Italy, September 1-2, 2011;807;2011.0;Fossabanda,Italy
ARCS Workshops;Andreas Herkersdorf|Gero Mühl|Jan Richling;http://subs.emis.de/LNI/Proceedings/Proceedings200.html;978-3-88579-294-9;conf/arcs/2012w;2016-03-15;GI;LNI;ARCS 2012 Workshops, 28. Februar - 2. März 2012, München, Germany;200;2012.0;München,Germany
TePRA;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=6209168;978-1-4673-0855-7;conf/tepra/2012;2015-09-06;IEEE;N/A;2012 IEEE International Conference on Technologies for Practical Robot Applications, TePRA 2012, Woburn, MA, USA, April 23-24, 2012;N/A;2012.0;Woburn,MA,USA
IDCS;Alfredo Cuzzocrea|Giancarlo Fortino|Giuseppe Di Fatta|Mukaddim Pathan|Sergio F. Ochoa|Wenfeng Li;https://doi.org/10.1007/978-3-319-11692-1;978-3-319-11691-4;conf/idcs/2014;2017-05-23;Springer;Lecture Notes in Computer Science;Internet and Distributed Computing Systems - 7th International Conference, IDCS 2014, Calabria, Italy, September 22-24, 2014. Proceedings;8729;2014.0;Italy
ACIIDS;Adam Grzech|Huynh Phan Nguyen|Ngoc Thanh Nguyen;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=5175945|http://www.computer.org/csdl/proceedings/aciids/2009/3580/00/index.html;978-0-7695-3580-7;conf/aciids/2009;2014-10-23;IEEE Computer Society;N/A;First Asian Conference on Intelligent Information and Database Systems, ACIIDS 2009, Dong hoi, Quang binh, Vietnam, April 1-3, 2009;N/A;2009.0;Quang,Vietnam
APIA;Sandra Bringay;N/A;N/A;conf/apia/2017;2017-07-18;N/A;N/A;3ème Conférence Nationale sur les Applications Pratiques de l'Intelligence Artificielle, APIA 2017, Caen, France, July 3-4, 2017.;N/A;2017.0;France
ICCCN;E. K. Park|Luiz A. DaSilva|Ronald P. Luijten;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=9031;0-7803-7945-4;conf/icccn/2003;2013-12-16;IEEE;N/A;Proceedings of the 12th International Conference on Computer Communications and Networks, ICCCN 2003, 20-22 October, 2003, Double Tree Lincoln Centre, Dallas, Texas, USA;N/A;2003.0;Networks,Dallas,Texas,USA
SCOPES;Heiko Falk;N/A;N/A;conf/scopes/2008;2008-04-18;N/A;ACM International Conference Proceeding Series;Proceedings of the 11th International Workshop on Software and Compilers for Embedded Systems, Munich, Germany, March 13-14, 2008;296;2008.0;Munich,Germany
WebMedia;José Gonçalves Pereira Filho|Marco Aurélio Gerosa|Renata Silva Souza Guizzardi|Roberta Lima-Gomes;http://dl.acm.org/citation.cfm?id=1666091;978-1-60558-170-5;conf/webmedia/2008;2013-04-20;ACM;N/A;14th Brazilian Symposium on Multimedia and Web Systems, WebMedia 2008, Vila Velha, Brazil, October 26-29, 2008;N/A;2008.0;Brazil
SC-WHPCF;David Daly|José E. Moreira|Kyung Dong Ryu|Maria Eleftheriou;N/A;978-1-60558-716-5;conf/sc/2009whpcf;2010-03-23;ACM;N/A;Proceedings of the 2nd Workshop on High Performance Computational Finance, WHPCF 2009, November 15, 2009, Portland, Oregon, USA;N/A;2009.0;Portland,Oregon,USA
Web Intelligence;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=4061321|http://www.computer.org/csdl/proceedings/wi/2006/2747/00/index.html;0-7695-2747-7;conf/webi/2006;2014-08-11;IEEE Computer Society;N/A;2006 IEEE / WIC / ACM International Conference on Web Intelligence (WI 2006), 18-22 December 2006, Hong Kong, China;N/A;2006.0;Hong Kong,China
Trans. Computational Science;Chih Jeng Kenneth Tan|Marina L. Gavrilova;https://doi.org/10.1007/978-3-642-11389-5;978-3-642-11388-8;journals/tcos/2010-7;2017-05-17;Springer;Lecture Notes in Computer Science;Transactions on Computational Science VII;5890;2010.0;N/A
KICSS;Cholwich Nattee|Susumu Kunifuji|Thanaruk Theeramunkong|Virach Sornlertlamvanich;https://doi.org/10.1007/978-3-642-24788-0;978-3-642-24787-3;conf/kicss/2010;2017-05-26;Springer;Lecture Notes in Computer Science;Knowledge, Information, and Creativity Support Systems - 5th International Conference, KICSS 2010, Chiang Mai, Thailand, November 25-27, 2010, Revised Selected Papers;6746;2011.0;Chiang Mai, Thailand
IPDPS Workshops;N/A;http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=7518534|https://www.computer.org/csdl/proceedings/ipdpsw/2016/3682/00/index.html;978-1-5090-3682-0;conf/ipps/2016w;2016-08-05;IEEE Computer Society;N/A;2016 IEEE International Parallel and Distributed Processing Symposium Workshops, IPDPS Workshops 2016, Chicago, IL, USA, May 23-27, 2016;N/A;2016.0;Chicago,IL,USA
